quote,author,book,parPage,ID,tags,yellowParts,stars,favorite,dateinsert,sourceUrl,title,autorKniha,content,fileUrl,autor,vydal,folder,title,,,,,,,,,,,,
"Odevzdejte se Bohu, ať si přijde, co si přijde			
		Vytisknout	Připomínejte si nemocné chudé, kterým se stává, že si nemají ani komu postěžovat. Ostatně, být chudé, a zároveň opečovávané, s tím se nikam nedojde. … Umějte trošku trpět pro lásku Boží, aniž by o tom museli hned všichni vědět! Tím spíše, že toto naříkání není k ničemu, protože dané zlo to stejně neutiší. Ve všem tom, co jsem řekla, nemám na mysli vážné nemoci, nýbrž ony bolístky, které se dají přemoci. Věřte, dcery, že když už jednou začneme přemáhat tato tělíčka, ona nás už pak nebudou tolik trápit. Pokud se jednou provždy nerozhodneme přijmout smrt a nedostatek zdraví, nikdy nic nedokážeme. Snažte se proto toho nebát a celé se odevzdejte Bohu, ať si přijde, co přijde. Co na tom, jestli zemřeme? Kolikrát se tělo vysmálo nám: nevysmějeme se i my občas jemu? A věřte, že toto rozhodnutí je důležitější, než si dokážeme představit; pokud to totiž budeme dělat stále častěji, s Pánovou milostí se staneme jeho paní. Nuže, zvítězit nad takovým nepřítelem je pro zvládnutí bitvy tohoto života velkou věcí. Kéž to učiní Pán, jak jen on sám může.
(sv. Terezie od Ježíše, Cesta dokonalosti, 11,3–5)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,62,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/759-odevzdejte-se-bohu-at-si-prijde-co-si-prijde,"Řád karmelitánů - Odevzdejte se Bohu, ať si přijde, co si přijde",,,,,,,,,,,,,,,,,,,
"Co přikazujete, abych udělala?			
		Vytisknout	Jsem Vaše, pro Vás jsem se narodila, co přikazujete, abych udělala? Svrchovaný Majestáte,věčná moudrosti,dobroto hojná pro mou duši;Bože Výsosti, Bytí, Dobroto,hleďte, jak velká ubohostVám dnes takto zpěvem vyznává lásku:co přikazujete, abych udělala? Jsem Vaše, poněvadž jste mě stvořil,Vaše, poněvadž jste mě vykoupil,Vaše, poněvadž jste mě snesl,Vaše, poněvadž jste mě povolal,Vaše, protože jste mě vyčkal,Vaše, poněvadž jsem se nezatratila:co přikazujete, abych udělala? Hle, zde je mé srdce,kladu je do Vaší dlaně,mé tělo, můj život a duše,mé nitro a náklonnost;sladký Snoubenče a Vykoupení,jelikož jsem se Vám nabídla jako Vaše:co přikazujete, abych udělala? Darujte mi smrt, darujte mi život:dejte mi zdraví nebo nemoc,čest nebo ponížení mi dejte,darujte mi válku nebo hojný pokoj,slabost nebo bezvadnou sílu,všemu tomu přitakávám:co přikazujete, abych udělala? Jsem Vaše, pro Vás jsem se narodila,co přikazujete, abych udělala? (sv. Terezie od Ježíše, úryvek z básně „Jsem Vaše“)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,63,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/745-co-prikazujete-abych-udelala,"Řád karmelitánů - Co přikazujete, abych udělala?",,,,,,,,,,,,,,,,,,,
"Výtečný způsob jak pokročit			
		Vytisknout	Duše se může postavit před Krista, zvyknout si na něj a velice se zamilovat do jeho svatého lidství, stále žít v jeho přítomnosti a rozmlouvat s ním: prosit ho ohledně svých potřeb, stěžovat si mu na svá trápení a radovat se s ním v útěchách – a to aniž by se při tom snažila o květnaté modlitby, nýbrž jen o slova, odpovídající jejím touhám a potřebám. Je to výtečný způsob, jak pokročit, a to velmi zakrátko. A kdo se bude namáhat stále setrvávat v této vzácné společnosti, dobře ji využije a bude opravdově oplácet láskou tomuto Pánu, kterému tolik dlužíme, toho považuji za pokročilého.
(sv. Terezie od Ježíše, Kniha života 12,2)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,64,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/782-vytecny-zpusob-jak-pokrocit,Řád karmelitánů - Výtečný způsob jak pokročit,,,,,,,,,,,,,,,,,,,
"Čím víc se o tělo pečuje, tím víc potřeb objevuje			
		Vytisknout	Jako nedokonalá věc se mi jeví, mé sestry, ustavičné naříkání pro drobné těžkosti. Je-li neduh opravdu těžký, projeví se sám a je vidět jinak než vašimi nářky. Ta, které by bylo opravdu špatně, takže by se jednalo o skutečnou chorobu, ať to řekne a vezme si to, co považuje za nezbytné. Zbavíte-li se totiž sebelásky, bude vás jakékoli pohodlí stát tolik, že nemějte strach, že byste ho zneužívaly nebo že byste si naříkaly bez příčiny. Pokud se člověk nezbaví zvyku o tom mluvit a na všechno naříkat – není-li to zrovna Bohu –, nikdy s tím neskončíte. Toto tělo má totiž jeden nedostatek – čím víc se o ně pečuje, tím víc potřeb objevuje.
(sv. Terezie od Ježíše, Cesta dokonalosti 11,1–2)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,65,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/756-cim-vic-se-o-telo-pecuje-tim-vic-potreb-objevuje,"Řád karmelitánů - Čím víc se o tělo pečuje, tím víc potřeb objevuje",,,,,,,,,,,,,,,,,,,
"Odpusť nám, jakož i my odpouštíme			
		Vytisknout	Jak si toho Pán váží, když se navzájem milujeme! Vždyť dobrý Ježíš mohl uvést jiné důvody a říci: „Odpusť nám, Pane, protože konáme velké pokání, protože se hodně modlíme, protože se postíme, protože jsme kvůli tobě opustily všechno a náramně tě milujeme“. Ba ani neřekl: „Odpusť nám, protože jsme ochotni obětovat pro tebe i život“ a podobné věci, nýbrž pouze: „Odpusť nám, jakož i my odpouštíme“.
(Terezie od Ježíše, Cesta k dokonalosti XXXVI,7)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,66,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1326-odpust-nam-jakoz-i-my-odpoustime,"Řád karmelitánů - Odpusť nám, jakož i my odpouštíme",,,,,,,,,,,,,,,,,,,
"Sonet Kristu Ukřižovanému			
		Vytisknout	Důvodem, Pane, proč tě miluji,není tvé nebe, jež mi slibuješ,ani strach z pekla, plodí vzdor a lež,ty od tebe mne spíše vzdalují.
 
Pohnutkou lásky mé jsi, Pane, sám.Když zřím, jak na kříži se všeho vzdáváš,jak v nevýslovných mukách dokonáváš,jak všechno vydrží tvá láska k nám,
proto tě miluji, pro lásku tvoji,jež ve mně probouzí týž božský cit.Ne, nemusí být peklo ani nebe,
má láska nechce nic, aniž se čeho bojí,přežije bez doufání, vše jí můžeš vzít,milovat nikdy nepřestane tebe.
(sonet připisovaný dříve sv. Terezii od Ježíše /* 28. března 1515/, překlad Josef Hrdlička, 2020)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,67,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1292-sonet-kristu-ukrizovanemu,Řád karmelitánů - Sonet Kristu Ukřižovanému,,,,,,,,,,,,,,,,,,,
"Chyběla jsem tobě			
		Vytisknout	Zábava za zábavou, marnivost za marnivostí, příležitost za příležitostí, začala jsem svou duši uvádět do nebezpečí; byla jsem plná roztržitostí, rostla ve mně nechuť pokračovat v tom zvláštním přátelství s Bohem, jež vyvěrá z modlitby. A také proto, že rostly mé hříchy, vytrácela se chuť a záliba, kterou jsem dřív zakoušela při cvičení ctností. Přitom jsem dobře viděla, můj Bože, že jestli mi něco chybí, pak to, že jsem chyběla tobě.
(Terezie od Ježíše, Kniha života VII,1)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,68,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1254-chybela-jsem-tobe,Řád karmelitánů - Chyběla jsem tobě,,,,,,,,,,,,,,,,,,,
"Střezte se oné pokory, jež uvádí ve zmatek			
		Vytisknout	Střezte se, dcery, oné pokory, jež vrhá duši do hlubokého neklidu nad velikostí vašich hříchů. (…) Někdy může být pocit vlastní ubohosti opravdovou pokorou, zatímco jindy velmi vážným pokušením. Já to zakusila a dobře to znám. Sebevětší ryzí pokora nikdy neuvádí ve zmatek, nezneklidňuje, nerozvrací, nýbrž zaplavuje duši pokojem, sladkostí a klidem. Nejenže nezneklidňuje a netísní duši, nýbrž ji rozšiřuje a dává jí větší schopnost sloužit Bohu, zatímco pokora, jež pochází od ďábla, uvádí ve zmatek, rozvrací pořádek, všechno zpřehází a je velmi trýznivá. Jste-li v tomto stavu, všemožně usilujte nemyslet na vlastní ubohost, zato úporně myslete na Boží milosrdenství, na lásku, jakou nás Pán zahrnuje a co pro nás vytrpěl.
(Terezie od Ježíše, Cesta k dokonalosti XL,1–3)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,69,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1245-strezte-se-one-pokory-ktera,"Řád karmelitánů - Střezte se oné pokory, jež uvádí ve zmatek",,,,,,,,,,,,,,,,,,,
"Vyhýbejte se přílišným obavám			
		Vytisknout	Vyhýbejte se přílišným obavám, neboť jestliže duše začne vidět nebezpečí všude, nebude schopna vykonat nic dobrého, může upadnout do skrupulí a bude na obtíž sobě i druhým.
(Terezie od Ježíše, Cesta k dokonalosti XLI,5)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,70,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1220-vyhybejte-se-prilisnym-obavam,Řád karmelitánů - Vyhýbejte se přílišným obavám,,,,,,,,,,,,,,,,,,,
"Věříte-li, proč se tak trápíte?			
		Vytisknout	Zahleďte se do sebe a … najdete v sobě svého Mistra, který vás nikdy neopustí. Ba čím méně pozemských útěch se vám dostane, tím více vás zaplaví svou radostí. On je plný soucitu, nikdy neopustí toho, kdo je ztrápený a ponižovaný, a přesto v Něho důvěřuje. David tvrdí, že Pán je se zarmoucenými. Věříte tomu, nebo ne? A věříte-li tomu, proč se tak trápíte?
(Terezie od Ježíše, Cesta k dokonalosti XXIX,2)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,71,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1215-verite-li-proc-se-tak-trapite,"Řád karmelitánů - Věříte-li, proč se tak trápíte?",,,,,,,,,,,,,,,,,,,
"Jsi zavázán nám pomáhat			
		Vytisknout	O tobě, Pane, víme, že z lásky k nám a pro svou hlubokou pokoru necouváš kvůli nám před žádnou překážkou, tím spíše pak, když jsi přijal naši přirozenost a naše tělo a sestoupil na zemi, zdá se, že v určitém smyslu jsi zavázán nám pomáhat.
(Terezie od Ježíše, Cesta k dokonalosti XXVII,3)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,72,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1177-jsi-zavazan-nam-pomahat,Řád karmelitánů - Jsi zavázán nám pomáhat,,,,,,,,,,,,,,,,,,,
"Toho už nemůže nic uspokojit			
		Vytisknout	Ti, kdo jsou zahrnováni projevy Boží přízně, dychtí po tom být tam, kde je hojněji zakoušejí, a ne jen nějaký hlt. Nechtějí už zůstávat na této zemi, kde jim nesčetné překážky zabraňují vrhnout se do těch nezměrných dober: chtějí být tam, kde nikdy nezapadá slunce spravedlnosti. Po takových milostech se jim zdá všechno temné a já jen žasnu, jak mohou žít. Kdo začal okoušet a dostal už zde závdavek jeho království, toho už nemůže nic uspokojit. Žije-li ještě zde na zemi, pak ne kvůli tomu, že by to chtěl on sám, nýbrž že to chce jeho Král.
(Terezie od Ježíše, Cesta k dokonalosti XLII,3)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,73,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1150-toho-uz-nemuze-nic-uspokojit,Řád karmelitánů - Toho už nemůže nic uspokojit,,,,,,,,,,,,,,,,,,,
"Trestals mé hříchy přemírou svých darů			
		Vytisknout	Pane mé duše, jak mám velebit přízeň, kterou jsi mi v těchto letech projevoval? Čím více jsem tě urážela, tím více jsi mě palčivou zkroušeností připravoval na přijetí dalších milostí a přízně. A to byl nejvybranější a také nejtěžší trest, jaký jsi mohl na mne seslat, neboť jsi věděl, můj Králi, že právě to mě nejvíce trýznilo. Ano, trestals mé hříchy přemírou svých darů!
(Terezie od Ježíše, Kniha života VII,19)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,74,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1142-trestals-me-hrichy-premirou-svych-daru,Řád karmelitánů - Trestals mé hříchy přemírou svých darů,,,,,,,,,,,,,,,,,,,
"Modlitba je úkonem lásky			
		Vytisknout	Pro duši opravdu milující Pána není lepší modlitby než mu obětovat lopotu a nemoc, kterou trpí, připomínat si, pro koho trpí, podrobovat se jeho vůli a jiné podobné věci, jak je okolnosti vnukají. Modlitba je úkonem lásky. A je to nesprávný názor, že není možné se modlit, když člověk nemá k dispozici čas a ústraní. S trochou pozornosti můžeme nashromáždit velké bohatství i tehdy, když nám Pán rozmanitými útrapami vezme hodiny určené k modlitbě…
(Terezie od Ježíše, Kniha života VII,12)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,75,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1112-modlitba-je-ukonem-lasky,Řád karmelitánů - Modlitba je úkonem lásky,,,,,,,,,,,,,,,,,,,
"Pozlacuje mé viny			
		Vytisknout	Mou duši často naplňoval obdiv nad velkou dobrotou Pána. Ráda jsem se zamýšlela nad jeho velebností a milosrdenstvím. Kéž je vždy veleben! (…) Ať byly mé skutky jakkoliv přízemní a nedokonalé, on je zlepšoval, zdokonaloval a dodával jim hodnotu, zatímco mým hříchům a chybám dával upadnout do zapomenutí. Ba dokonce připustil, aby byli oslepeni ti, kteří viděli, že jsem se jich dopouštěla, a aby na ně zapomněli. Pozlacuje mé viny a dodává lesku ctnosti, kterou on sám mi dává, jako by to byla moje, a tak mě skoro nutí, abych si ji udržela.
(Terezie od Ježíše, Kniha života IV,10)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,76,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1101-pozlacuje-me-viny,Řád karmelitánů - Pozlacuje mé viny,,,,,,,,,,,,,,,,,,,
"Tehdy se mi zjevil Pán a projevoval mi velkou dobrotu			
		Vytisknout	Někdy mě přepadá velké trápení, když vidím, že nejsem k ničemu v jeho službě a že jsem nucena ztrácet víc času, než bych chtěla, potřebami svého slabého a churavého těla. A tak jednoho večera, když jsem byla ponořena do modlitby, nadešla hodina, kdy je třeba jít spát. Zachvátily mě velké bolesti a dostavilo se mé obvyklé zvracení. Když jsem viděla, že jsem takovou otrokyní těla, zatímco můj duch se dožadoval času pro sebe, pocítila jsem takový zármutek, že jsem začala usedavě plakat a naříkat. (…)
 
A tehdy se mi zjevil Pán, projevoval mi velkou dobrotu a říkal, abych se uklidnila a prodělávala ony léčebné kůry z lásky k němu, protože je třeba, abych ještě žila. A tak ode dne, kdy jsme se rozhodla udělat všechno, abych sloužila tomuto svému Pánu a Těšiteli, jsem už nezakusila žádnou trýzeň, protože nechá-li mě trochu trpět, pospíší si následně, aby mě velmi potěšil, takže má touha trpět nemá žádnou cenu.
(Terezie od Ježíše, Kniha života XL,20)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,77,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1522-tehdy-se-mi-zjevil-pan-a-projevoval-mi-velkou-dobrotu,Řád karmelitánů - Tehdy se mi zjevil Pán a projevoval mi velkou dobrotu,,,,,,,,,,,,,,,,,,,
"Neudržuje-li se nějaký vztah, vyprchá			
		Vytisknout	Máte-li stále o čem mluvit, hovoříte-li s lidmi, proč by se vám mělo nedostávat slov při důvěrném rozhovoru se Stvořitelem? Nebojte se toho; já tomu totiž nevěřím. Ovšem je třeba si na to zvyknout, neboť se stává, že v přítomnosti osoby, k níž člověk nemá blízký vztah, je celý rozpačitý: zdá se, jako by byla cizí, i když je z rodiny, ale on přesto neví, co by jí řekl. Vždyť neudržuje-li se nějaký vztah, vyprchá i ona důvěrná známost, jež vyvěrá z příbuzenství či z přátelství.
(Terezie od Ježíše, Cesta k dokonalosti XXVI,9)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,78,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1508-neudrzuje-li-se-nejaky-vztah-vyprcha,"Řád karmelitánů - Neudržuje-li se nějaký vztah, vyprchá",,,,,,,,,,,,,,,,,,,
"Náš Pán je velmi velkodušný			
		Vytisknout	Náš Pán není náročný, ba naopak je velmi velkodušný a snadno odpouští každý dluh, byť by byl sebevětší. Proto je tak obdivuhodný při odplatě, že nenechá bez odměny ani prosté pozvednutí očí, vykonané s myšlenkou na Něho.
(Terezie od Ježíše, Cesta k dokonalosti XXIII,3)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,79,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1486-nas-pan-je-velmi-velkodusny,Řád karmelitánů - Náš Pán je velmi velkodušný,,,,,,,,,,,,,,,,,,,
"Někdy bych plála nadšením, jindy ne			
		Vytisknout	Pán mě chtěl jednoho dne potěšit, a tak mi přívětivě řekl, abych se netrápila, protože v tomto životě nelze být stále v tomto rozpoložení: někdy bych plála nadšením, jindy ne; hned jsem klidná, hned neklidná či zmítaná pokušeními: mám mu ale důvěřovat a ničeho se nebát.
(Terezie od Ježíše, Kniha života XL,18)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,80,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1469-nekdy-bych-plala-nadsenim-jindy-ne,"Řád karmelitánů - Někdy bych plála nadšením, jindy ne",,,,,,,,,,,,,,,,,,,
"Pánu se líbí všechno			
		Vytisknout	Vězte, že tyto dvě věci, totiž splnit vůli Boží a odpouštět urážky, jsou nezbytné pro všechny, i když v jejich plnění mohou být různé stupně. Dokonalí odevzdají svou vůli jako dokonalí a odpustí s dokonalostí; my pak budeme dělat, co můžeme… Pánu se líbí všechno.
(Terezie od Ježíše, Cesta k dokonalosti XXXVII,3)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,81,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1453-panu-se-libi-vsechno,Řád karmelitánů - Pánu se líbí všechno,,,,,,,,,,,,,,,,,,,
"Uznat naši nouzi a dát mu naši vůli			
		Vytisknout	Chudinka duše nemůže vždycky dělat co chce, leč s Boží pomocí. Avšak jejím největším bohatstvím je právě to, že je stále dlužnicí, přestože se všemožně snaží Mu splácet. Často ve své touze aspoň nějak Mu oplatit propadá sklíčenosti při pohledu na svou bezmocnost, jak je zavalena tolika pracemi, překážkami a trapnostmi, jež pochází z těla, v němž žije jako uvězněná. Je však zbytečné se trápit! Nedá se nic jiného dělat, než uznat naši nouzi a dát mu naši vůli. (…) Říkejte prostě a s pokorou v srdci, neboť pokora dosáhne všeho: Buď vůle tvá!
(Terezie od Ježíše, Cesta k dokonalosti XXXII,13)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,82,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1428-uznat-nasi-nouzi-a-dat-mu-nasi-vuli,Řád karmelitánů - Uznat naši nouzi a dát mu naši vůli,,,,,,,,,,,,,,,,,,,
"Z lásky k nám se ve všem přizpůsobuje našim možnostem			
		Vytisknout	Ano, musíte se přesvědčit, že máme ve svém nitru něco úchvatného. Kdybychom si často připomínaly Hosta, který je v nás, pak by podle mého názoru nebylo možné, abychom se tak vášnivě utápěly ve světských věcech, neboť ve srovnání s Tím, kterého nosíme v sobě, by se ukázaly v celé své nicotnosti.Nic není úchvatnějšího, než vidět, že Ten, který může svou velikostí naplnit tisíc světů, ba mnohem víc, se uzavírá do tak malé věci. On je Pánem světa a může dělat, co chce, a proto z lásky k nám se ve všem přizpůsobuje našim možnostem.
(Terezie od Ježíše, Cesta k dokonalosti XXVIII,10.11)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,83,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1396-z-lasky-k-nam-se-ve-vsem-prizpusobuje-nasim-moznostem,Řád karmelitánů - Z lásky k nám se ve všem přizpůsobuje našim možnostem,,,,,,,,,,,,,,,,,,,
"Vyprahlostí, roztržitostí a neklidem ať se netrápí			
		Vytisknout	Je-li duše zavalena vyprahlostí, roztržitostí a neklidem, ať na to nedbá a ať se tím netrápí. Chce-li mít vnitřní svobodu a nechce-li se pořád soužit, ať se přestane bát kříže, a uvidí, jak jí Pán pomůže ho nést: půjde vpřed s radostí a ze všeho bude mít užitek, protože je jasné, že nedává-li studna vodu, my ji tam nemůžeme dolévat. Avšak nemáme být nepozorní, protože dává-li ji, pak ji máme čerpat, protože Bůh v nás chce tímto způsobem rozmnožit ctnosti.
(Terezie od Ježíše, Kniha života XI,17)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,84,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1372-vyprahlosti-roztrzitosti-a-neklidem-at-se-netrapi,"Řád karmelitánů - Vyprahlostí, roztržitostí a neklidem ať se netrápí",,,,,,,,,,,,,,,,,,,
"Vždy najdete mezi Otcem a Synem Ducha svatého			
		Vytisknout	Byť by byla vaše představivost kdovíjak nestálá, vždy najdete mezi Otcem a Synem Ducha svatého. Kéž zanítí vaši vůli, a nestačí-li vás uchvátit tak strhující úvaha, kéž vás připoutá svou žhavou láskou.
(Terezie od Ježíše, Cesta k dokonalosti XXVII,7)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,85,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1364-vzdy-najdete-mezi-otcem-a-synem-ducha-svateho,Řád karmelitánů - Vždy najdete mezi Otcem a Synem Ducha svatého,,,,,,,,,,,,,,,,,,,
"Oč to vlastně žádám, můj Bože?			
		Vytisknout	Ó, můj Bože a má nekonečná Moudrosti, bez míry a bez omezení, nad všechna andělská a lidská poznání! Ó, Lásko, která mě miluješ víc, než jak se dokáži milovat a vnímat já sama! Proč chci, Pane, toužit po něčem víc, než co mi chcete dát Vy? Proč se chci unavovat tím, že Vás budu žádat o něco, co mi přikazuje má touha, když všechno, co je můj rozum schopen dát dohromady a po čem je schopna má touha zatoužit, jste Vy již pronikl až do konce, a já sama přitom nevím, co mi opravdu prospěje? Vždyť v tom, kde si má duše myslí, že najde zisk, bude ve skutečnosti třeba má ztráta. Neboť když Vás prosím, abyste mě osvobodil od nějakého utrpení, a zatím právě v něm se ukrývá smysl mého umrtvení, oč to vlastně žádám, můj Bože? Ale ne, můj Bože, ne! Už žádná důvěra v něco, co bych mohla chtít pro sebe. Chtějte po mně Vy, co byste rád chtěl, neboť to chci i já, vždyť veškeré mé dobro spočívá v tom, abych se Vám zalíbila. Kdybyste totiž Vy, můj Bože, měl uspokojit mne tím, že uskutečníte vše, co si žádá má touha, je mi zřejmé, že bych byla ztracena.
(Terezie od Ježíše, Zvolání duše k Bohu, 17,1.2)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,86,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1510-oc-to-vlastne-zadam-muj-boze,"Řád karmelitánů - Oč to vlastně žádám, můj Bože?",,,,,,,,,,,,,,,,,,,
"Neodpírejte mi tuto navýsost příjemnou vodu			
		Vytisknout	Ó, soucitný a láskyplný Pane mé duše! Říkáte také: „Pojďte ke mně všichni, kdo máte žízeň, a já vám dám napít“.Ó, Živote, který oživujete všechny! Neodpírejte mi tuto navýsost příjemnou vodu, kterou jste přislíbil těm, kdo o ni stojí. Já o ni stojím, Pane, a prosím o ni, a přicházím k Vám. Neschovávejte se, Pane, přede mnou, vždyť víte o mé potřebě, a že ona voda je skutečný lék pro duši, kterou jste Vy sám zranil.
(Terezie od Ježíše, Zvolání 9,1.2)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,87,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/951-neodpirejte-mi-tuto-navysost-prijemnou-vodu,Řád karmelitánů - Neodpírejte mi tuto navýsost příjemnou vodu,,,,,,,,,,,,,,,,,,,
"Nezasloužený dar, který vám může být opět vzat			
		Vytisknout	Zdá-li se vám, že vám Bůh dal nějakou ctnost, považujte ji za nezasloužený dar, který vám může být opět vzat, jak se často stává ze zvláštní Boží prozřetelnosti.Nikdy jste to nezakusily, sestry? Já ano!Někdy se mi zdávalo, že na ničem nelpím, a když jsem byla vystavena zkoušce, dokázala jsem, že tomu tak opravdu je. Jindy naopak jsem cítila, že na něčem tolik lpím, že jsem se již nepoznávala, a šlo dokonce o věci, kterým jsem se den předtím vysmívala. (…)Stejně se mi někdy zdávalo, že si nevšímám pomluv a reptání proti sobě: a leckdy jsem to také dokázala, takže jsem si v tom libovala. Avšak v jiných dnech stačilo jediné slůvko, abych upadla do takového trápení, že jsem toužila zemřít, neboť se mi zdálo, že mě všechno unavuje.A tyto proměny nezakouším jenom já… Vím, že je tomu tak.
(Terezie od Ježíše, Cesta k dokonalosti XXXVIII,5)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,88,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1661-nezaslouzeny-dar-ktery-vam-muze-byt-opet-vzat,"Řád karmelitánů - Nezasloužený dar, který vám může být opět vzat",,,,,,,,,,,,,,,,,,,
"Nechápu, proč celý svět neběží k tvým nohám			
		Vytisknout	Ty, Pane, zaznamenáváš každý okamžik, který člověk využil k tomu, aby tě miloval, a za jedinou chvíli lítosti zapomínáš na urážky, kterými tě zahrnul. Toto vím z vlastní zkušenosti a nechápu, můj Stvořiteli, proč celý svět neběží k tvým nohám, aby s tebou navázal toto úchvatné přátelství. Kdyby se k tobě přiblížili, stali by se dobrými i špatní lidé. (…) Jen kdyby ti dovolili, abys byl s nimi pár hodin denně, přestože jejich duch je zmítán tisíci starostmi a světskými myšlenkami jako můj.
(Terezie od Ježíše, Kniha života VIII,6)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,89,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1639-nechapu-proc-cely-svet-nebezi-k-tvym-noham,"Řád karmelitánů - Nechápu, proč celý svět neběží k tvým nohám",,,,,,,,,,,,,,,,,,,
